"consolidation","contest","candidate","type","votes"
"307500-SOUTH PARK","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",95
"307500-SOUTH PARK","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",17
"307600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"307600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",30
"307600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",627
"307600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"307600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",101
"307600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",46
"307800-SOUTH PARK","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"307800-SOUTH PARK","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"307800-SOUTH PARK","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",449
"307800-SOUTH PARK","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"307800-SOUTH PARK","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",89
"307800-SOUTH PARK","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",14
"308000-SOUTH PARK","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"308000-SOUTH PARK","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",24
"308000-SOUTH PARK","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",654
"308000-SOUTH PARK","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"308000-SOUTH PARK","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",98
"308000-SOUTH PARK","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",29
"308600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"308600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"308600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",485
"308600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"308600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",92
"308600-SOUTH PARK","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"315000-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"315000-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",16
"315000-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",640
"315000-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"315000-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",106
"315000-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",26
"315100-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"315100-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"315100-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",574
"315100-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"315100-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",162
"315100-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",34
"315110-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"315110-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"315110-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",465
"315110-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"315110-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",181
"315110-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",28
"315200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"315200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",16
"315200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",703
"315200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"315200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",197
"315200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",32
"315300-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"315300-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"315300-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",582
"315300-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"315300-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",140
"315300-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",33
"315310-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"315310-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",19
"315310-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",456
"315310-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"315310-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",122
"315310-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",28
"316500-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"316500-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",26
"316500-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",809
"316500-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"316500-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",313
"316500-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",49
"316600-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"316600-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",19
"316600-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",765
"316600-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"316600-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",267
"316600-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",58
"316700-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"316700-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",24
"316700-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",464
"316700-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"316700-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",128
"316700-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",44
"317010-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"317010-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"317010-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",192
"317010-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"317010-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",84
"317010-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",20
"317200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"317200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"317200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",439
"317200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"317200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",163
"317200-MIDDLETOWN","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",37
"320120-HARBOR","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"320120-HARBOR","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"320120-HARBOR","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",426
"320120-HARBOR","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"320120-HARBOR","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",410
"320120-HARBOR","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",44
"320300-HARBOR","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"320300-HARBOR","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"320300-HARBOR","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",362
"320300-HARBOR","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"320300-HARBOR","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",60
"320300-HARBOR","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",13
"321000-HARBOR","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"321000-HARBOR","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"321000-HARBOR","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",313
"321000-HARBOR","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"321000-HARBOR","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",264
"321000-HARBOR","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",44
"325000-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"325000-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"325000-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",307
"325000-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"325000-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",159
"325000-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",18
"325300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"325300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"325300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",530
"325300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"325300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",301
"325300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",51
"325310-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"325310-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"325310-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",476
"325310-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"325310-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",274
"325310-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",33
"325510-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"325510-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",18
"325510-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",503
"325510-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"325510-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",283
"325510-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",42
"325520-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"325520-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",11
"325520-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",639
"325520-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"325520-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",500
"325520-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",56
"325800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"325800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"325800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",492
"325800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"325800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",290
"325800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",45
"326200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"326200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",6
"326200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",293
"326200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"326200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",210
"326200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",28
"326300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"326300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"326300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",542
"326300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"326300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",328
"326300-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",56
"326910-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"326910-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"326910-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",446
"326910-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"326910-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",219
"326910-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",45
"327200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"327200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",12
"327200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",418
"327200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"327200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",246
"327200-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",38
"327800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"327800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",8
"327800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",386
"327800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"327800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",371
"327800-LOMA PORTAL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",46
"330100-LA PLAYA","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"330100-LA PLAYA","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",7
"330100-LA PLAYA","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",669
"330100-LA PLAYA","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"330100-LA PLAYA","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",426
"330100-LA PLAYA","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",60
"330200-LA PLAYA","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"330200-LA PLAYA","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"330200-LA PLAYA","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",510
"330200-LA PLAYA","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"330200-LA PLAYA","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",249
"330200-LA PLAYA","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",29
"330900-LA PLAYA","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"330900-LA PLAYA","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",17
"330900-LA PLAYA","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",409
"330900-LA PLAYA","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",1
"330900-LA PLAYA","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",278
"330900-LA PLAYA","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",52
"331300-LA PLAYA","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"331300-LA PLAYA","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",9
"331300-LA PLAYA","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",550
"331300-LA PLAYA","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"331300-LA PLAYA","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",445
"331300-LA PLAYA","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",57
"340200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",10
"340200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",675
"340200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"340200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",368
"340200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",35
"340210-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340210-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",13
"340210-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",765
"340210-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"340210-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",347
"340210-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",42
"340220-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340220-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",3
"340220-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",472
"340220-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"340220-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",244
"340220-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",25
"340250-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340250-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",20
"340250-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",842
"340250-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"340250-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",375
"340250-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",63
"340300-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340300-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",15
"340300-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",386
"340300-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"340300-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",103
"340300-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",21
"340610-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340610-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",21
"340610-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",496
"340610-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",2
"340610-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",168
"340610-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",27
"340800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",14
"340800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",449
"340800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"340800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",203
"340800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",39
"340810-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"340810-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",16
"340810-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",761
"340810-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",0
"340810-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",314
"340810-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",65
"341200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"341200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",19
"341200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",766
"341200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"341200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",200
"341200-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",61
"341600-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"341600-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",23
"341600-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",833
"341600-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",6
"341600-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",276
"341600-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",81
"341800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"341800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",38
"341800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",824
"341800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",4
"341800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",241
"341800-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",69
"341900-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"341900-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",17
"341900-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",658
"341900-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",5
"341900-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",259
"341900-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",53
"342020-CENTRE CITY","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"342020-CENTRE CITY","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",36
"342020-CENTRE CITY","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",713
"342020-CENTRE CITY","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",9
"342020-CENTRE CITY","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",91
"342020-CENTRE CITY","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",20
"345000-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"345000-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",25
"345000-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",488
"345000-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","LA RIVA/BANKS","Total",3
"345000-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","TRUMP/PENCE","Total",82
"345000-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","JOHNSON/WELD","Total",27
"345110-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","Number of Precincts Reporting","Total",1
"345110-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","STEIN/BARAKA","Total",33
"345110-GOLDEN HILL","PRESIDENT/VICE PRESIDENT","CLINTON/KAINE","Total",647
